"Date","Location","Site","Type","Trap","Order","Family","Abundance","Length","bio.flux","dens.flux","Macrophyte","Substrate","mean.width","mean.depth","mean.daily.temp","dist.from.natural","per.gravel","per.sand","day_n"
2022-06-07,"FC",1,"Ditch","a","Diptera","",37,3.28105,9.39374514505296,16.017316017316,1,"gravel",9.01,0.435,7.440375,26.8,70,30,158
2022-06-07,"FC",1,"Ditch","c","Diptera","",268,3.48925,78.1910999276939,116.017316017316,1,"gravel",9.01,0.435,7.440375,26.8,70,30,158
2022-06-07,"FC",1,"Ditch","c","Ephemeroptera","",2,5.232,0.746498109795679,0.865800865800866,1,"gravel",9.01,0.435,7.440375,26.8,70,30,158
2022-06-07,"FC",1,"Ditch","b","Diptera","",588,3.0957,130.900220261183,254.545454545455,1,"gravel",9.01,0.435,7.440375,26.8,70,30,158
2022-06-07,"FC",2,"Ditch","c","Diptera","",57,3.15735,13.2675957491081,24.6753246753247,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,158
2022-06-07,"FC",2,"Ditch","b","Ephemeroptera","",1,5.218,0.370767110130145,0.432900432900433,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,158
2022-06-07,"FC",2,"Ditch","b","Diptera","",344,3.14475,79.3507613958138,148.917748917749,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,158
2022-06-07,"FC",2,"Ditch","a","Diptera","",317,2.99145,65.3130589993311,137.229437229437,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,158
2022-06-07,"FC",2,"Ditch","a","Ephemeroptera","",1,5.849,0.492662257974545,0.432900432900433,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,158
2022-06-07,"FC",3,"Ditch","b","Diptera","",78,3.38285,21.2188385743542,33.7662337662338,1,"sand",6.175,0.62375,6.929,2514.3,40,60,158
2022-06-07,"FC",3,"Ditch","c","Diptera","",434,3.0622,94.2700134013545,187.878787878788,1,"sand",6.175,0.62375,6.929,2514.3,40,60,158
2022-06-07,"FC",3,"Ditch","a","Diptera","",117,3.23045,28.6792841149699,50.6493506493506,1,"sand",6.175,0.62375,6.929,2514.3,40,60,158
2022-06-07,"FC",4,"Ditch","a","Diptera","",141,3.1563,32.7951805586512,61.038961038961,1,"gravel",5.27666666666667,0.4525,7.71879166666667,5079.6,50,50,158
2022-06-07,"FC",4,"Ditch","c","Diptera","",34,2.86125,6.33494792654215,14.7186147186147,1,"gravel",5.27666666666667,0.4525,7.71879166666667,5079.6,50,50,158
2022-06-07,"FC",4,"Ditch","b","Diptera","",7,3.18414285714286,1.66076889165611,3.03030303030303,1,"gravel",5.27666666666667,0.4525,7.71879166666667,5079.6,50,50,158
2022-06-07,"FC",5,"Ditch","a","Diptera","",50,2.9152,9.71781212869031,21.6450216450216,1,"gravel",5.31666666666667,0.5225,8.55483333333333,7918.5,80,20,158
2022-06-07,"FC",5,"Ditch","b","Diptera","",71,2.70735,11.6749952671653,30.7359307359307,1,"gravel",5.31666666666667,0.5225,8.55483333333333,7918.5,80,20,158
2022-06-07,"FC",5,"Ditch","c","Diptera","",69,3.1394,15.8551567532351,29.8701298701299,1,"gravel",5.31666666666667,0.5225,8.55483333333333,7918.5,80,20,158
2022-06-07,"FC",6,"Ditch","b","Diptera","",130,3.21445,31.5102935294383,56.2770562770563,1,"sand",7.2,0.68125,9.21179166666667,10263,30,70,158
2022-06-07,"FC",6,"Ditch","c","Diptera","",147,3.099,32.803947523593,63.6363636363636,1,"sand",7.2,0.68125,9.21179166666667,10263,30,70,158
2022-06-07,"FC",7,"Ditch","b","Ephemeroptera","",2,5.484,0.839264188828333,0.865800865800866,0,"gravel",8.37666666666667,0.70375,7.30058333333333,45.3,80,20,158
2022-06-07,"FC",7,"Ditch","c","Diptera","",137,2.72205,22.8051934563742,59.3073593073593,0,"gravel",8.37666666666667,0.70375,7.30058333333333,45.3,80,20,158
2022-06-07,"FC",7,"Ditch","b","Plecoptera","",1,7.386,3.30349071644867,0.432900432900433,0,"gravel",8.37666666666667,0.70375,7.30058333333333,45.3,80,20,158
2022-06-07,"FC",7,"Ditch","a","Ephemeroptera","",1,6.255,0.582266853280984,0.432900432900433,0,"gravel",8.37666666666667,0.70375,7.30058333333333,45.3,80,20,158
2022-06-07,"FC",7,"Ditch","b","Diptera","",155,2.2241,16.3436273130007,67.0995670995671,0,"gravel",8.37666666666667,0.70375,7.30058333333333,45.3,80,20,158
2022-06-07,"FC",7,"Ditch","a","Diptera","",55,2.0506,4.82682612641431,23.8095238095238,0,"gravel",8.37666666666667,0.70375,7.30058333333333,45.3,80,20,158
2022-06-07,"FC",8,"Ditch","b","Diptera","",38,3.71745,12.793389291144,16.4502164502164,1,"sand",5.885,0.53,8.05916666666667,1689.6,20,80,158
2022-06-07,"FC",8,"Ditch","c","Diptera","",41,4.1446,17.6499140714864,17.7489177489177,1,"sand",5.885,0.53,8.05916666666667,1689.6,20,80,158
2022-06-07,"FC",8,"Ditch","a","Diptera","",9,1.87355555555556,0.644046139811329,3.8961038961039,1,"sand",5.885,0.53,8.05916666666667,1689.6,20,80,158
2022-06-07,"FC",9,"Ditch","c","Diptera","",48,2.41285,6.08426022759777,20.7792207792208,1,"sand",6.31666666666667,0.535,9.65695833333333,3416.3,10,90,158
2022-06-07,"FC",9,"Ditch","b","Diptera","",52,2.90605,10.0349756039087,22.5108225108225,1,"sand",6.31666666666667,0.535,9.65695833333333,3416.3,10,90,158
2022-06-07,"FC",9,"Ditch","a","Diptera","",52,1.95675,4.10507625700879,22.5108225108225,1,"sand",6.31666666666667,0.535,9.65695833333333,3416.3,10,90,158
2022-06-07,"FC",10,"Ditch","a","Diptera","",33,3.31405,8.56985391629315,14.2857142857143,1,"sand",5.81666666666667,0.7125,11.1409583333333,5214.2,10,90,158
2022-06-07,"FC",10,"Ditch","b","Ephemeroptera","",1,9.329,1.57545294926396,0.432900432900433,1,"sand",5.81666666666667,0.7125,11.1409583333333,5214.2,10,90,158
2022-06-07,"FC",10,"Ditch","b","Diptera","",96,3.16405,22.4527317624733,41.5584415584416,1,"sand",5.81666666666667,0.7125,11.1409583333333,5214.2,10,90,158
2022-06-07,"FC",10,"Ditch","c","Diptera","",21,3.2194,5.10785629097828,9.09090909090909,1,"sand",5.81666666666667,0.7125,11.1409583333333,5214.2,10,90,158
2022-06-08,"BB",1,"Ditch","c","Ephemeroptera","",1,6.795,0.715595850948007,0.432900432900433,0,"gravel",3.5,0.365,10.7875,733.3,80,20,159
2022-06-08,"BB",1,"Ditch","c","Diptera","",323,2.78525,56.6296121401088,139.82683982684,0,"gravel",3.5,0.365,10.7875,733.3,80,20,159
2022-06-08,"BB",1,"Ditch","b","Ephemeroptera","",4,5.8915,2.00649690112549,1.73160173160173,0,"gravel",3.5,0.365,10.7875,733.3,80,20,159
2022-06-08,"BB",1,"Ditch","b","Diptera","",396,3.0614,85.9651792997368,171.428571428571,0,"gravel",3.5,0.365,10.7875,733.3,80,20,159
2022-06-08,"BB",1,"Ditch","a","Diptera","",164,2.79755,29.0408829930313,70.995670995671,0,"gravel",3.5,0.365,10.7875,733.3,80,20,159
2022-06-08,"BB",1,"Ditch","a","Ephemeroptera","",1,4.37,0.238404711442774,0.432900432900433,0,"gravel",3.5,0.365,10.7875,733.3,80,20,159
2022-06-08,"BB",2,"Ditch","c","Diptera","",1866,2.7428,315.99368902033,807.792207792208,0,"gravel",3.13666666666667,0.48375,10.1452083333333,1975.4,80,20,159
2022-06-08,"BB",2,"Ditch","a","Ephemeroptera","",1,5.16,0.360590111492326,0.432900432900433,0,"gravel",3.13666666666667,0.48375,10.1452083333333,1975.4,80,20,159
2022-06-08,"BB",2,"Ditch","a","Diptera","",430,3.0432,92.0965552516437,186.147186147186,0,"gravel",3.13666666666667,0.48375,10.1452083333333,1975.4,80,20,159
2022-06-08,"BB",2,"Ditch","b","Diptera","",175,2.94805,34.8846853337129,75.7575757575758,0,"gravel",3.13666666666667,0.48375,10.1452083333333,1975.4,80,20,159
2022-06-08,"BB",3,"Ditch","b","Diptera","",795,2.8443,146.150244762508,344.155844155844,1,"gravel",3.53333333333333,0.33625,NA,5130.3,70,30,159
2022-06-08,"BB",3,"Ditch","a","Diptera","",1024,3.39555,280.934361501481,443.290043290043,1,"gravel",3.53333333333333,0.33625,NA,5130.3,70,30,159
2022-06-08,"BB",3,"Ditch","c","Diptera","",301,3.01605,63.1750509149613,130.30303030303,1,"gravel",3.53333333333333,0.33625,NA,5130.3,70,30,159
2022-06-08,"BB",4,"Ditch","c","Ephemeroptera","",16,5.6995,7.39042758372023,6.92640692640693,1,"sand",5.08333333333333,0.37125,7.60825,78.3,40,60,159
2022-06-08,"BB",4,"Ditch","b","Diptera","",437,3.15135,101.281903539787,189.177489177489,1,"sand",5.08333333333333,0.37125,7.60825,78.3,40,60,159
2022-06-08,"BB",4,"Ditch","a","Diptera","",1048,2.657,165.171155510838,453.679653679654,1,"sand",5.08333333333333,0.37125,7.60825,78.3,40,60,159
2022-06-08,"BB",4,"Ditch","a","Ephemeroptera","",20,5.5411,8.61192147869842,8.65800865800866,1,"sand",5.08333333333333,0.37125,7.60825,78.3,40,60,159
2022-06-08,"BB",4,"Ditch","b","Plecoptera","",1,8.471,4.16457780489733,0.432900432900433,1,"sand",5.08333333333333,0.37125,7.60825,78.3,40,60,159
2022-06-08,"BB",4,"Ditch","c","Diptera","",1296,3.09725,288.841348717937,561.038961038961,1,"sand",5.08333333333333,0.37125,7.60825,78.3,40,60,159
2022-06-08,"BB",5,"Ditch","c","Diptera","",199,2.89065,37.9446840944785,86.1471861471861,1,"sand",2.36833333333333,0.601428571428571,10.6712916666667,2692.2,20,80,159
2022-06-08,"BB",5,"Ditch","a","Diptera","",219,2.99255,45.159146483343,94.8051948051948,1,"sand",2.36833333333333,0.601428571428571,10.6712916666667,2692.2,20,80,159
2022-06-08,"BB",5,"Ditch","b","Diptera","",427,2.9167,83.0866536192055,184.848484848485,1,"sand",2.36833333333333,0.601428571428571,10.6712916666667,2692.2,20,80,159
2022-06-08,"BB",6,"Ditch","a","Diptera","",344,2.5436,49.127060478898,148.917748917749,0,"sand",2.08,0.405,11.9885416666667,4687.3,20,80,159
2022-06-08,"BB",6,"Ditch","c","Diptera","",190,2.38145,23.3810133199187,82.2510822510823,0,"sand",2.08,0.405,11.9885416666667,4687.3,20,80,159
2022-06-08,"BB",6,"Ditch","c","Trichoptera","",2,6.412,1.895392707939,0.865800865800866,0,"sand",2.08,0.405,11.9885416666667,4687.3,20,80,159
2022-06-08,"BB",6,"Ditch","b","Ephemeroptera","",1,4.631,0.275452209568053,0.432900432900433,0,"sand",2.08,0.405,11.9885416666667,4687.3,20,80,159
2022-06-08,"BB",6,"Ditch","b","Diptera","",102,2.25335,11.0774791171538,44.1558441558442,0,"sand",2.08,0.405,11.9885416666667,4687.3,20,80,159
2022-06-08,"BB",6,"Ditch","c","Ephemeroptera","",2,5.8395,0.981344407285855,0.865800865800866,0,"sand",2.08,0.405,11.9885416666667,4687.3,20,80,159
2022-06-08,"BB",6,"Ditch","a","Ephemeroptera","",12,5.88823076923077,6.01117690992943,5.19480519480519,0,"sand",2.08,0.405,11.9885416666667,4687.3,20,80,159
2022-06-08,"BB",7,"Ditch","b","Trichoptera","",6,7.08966666666667,7.60946525601553,2.5974025974026,1,"sand",3.83333333333333,0.407142857142857,11.2618333333333,6679.2,20,80,159
2022-06-08,"BB",7,"Ditch","a","Diptera","",664,2.56625,96.7457165947954,287.445887445887,1,"sand",3.83333333333333,0.407142857142857,11.2618333333333,6679.2,20,80,159
2022-06-08,"BB",7,"Ditch","c","Diptera","",487,2.6909,78.985151461237,210.822510822511,1,"sand",3.83333333333333,0.407142857142857,11.2618333333333,6679.2,20,80,159
2022-06-08,"BB",7,"Ditch","b","Diptera","",865,2.4663,115.209385315689,374.458874458874,1,"sand",3.83333333333333,0.407142857142857,11.2618333333333,6679.2,20,80,159
2022-06-08,"BB",7,"Ditch","c","Trichoptera","",2,5.66,1.32003566802189,0.865800865800866,1,"sand",3.83333333333333,0.407142857142857,11.2618333333333,6679.2,20,80,159
2022-06-08,"LMCS",1,"Ditch","b","Diptera","",30,2.47065,4.01164632251537,12.987012987013,0,"gravel",3.75833333333333,0.27,7.35466666666667,109.5,100,0,159
2022-06-08,"LMCS",1,"Ditch","a","Diptera","",13,2.17123076923077,1.29821579750354,5.62770562770563,0,"gravel",3.75833333333333,0.27,7.35466666666667,109.5,100,0,159
2022-06-08,"LMCS",1,"Ditch","b","Ephemeroptera","",5,5.1336,1.78006928106716,2.16450216450216,0,"gravel",3.75833333333333,0.27,7.35466666666667,109.5,100,0,159
2022-06-08,"LMCS",1,"Ditch","c","Diptera","",36,2.6506,5.6429784249158,15.5844155844156,0,"gravel",3.75833333333333,0.27,7.35466666666667,109.5,100,0,159
2022-06-08,"LMCS",2,"Ditch","a","Ephemeroptera","",1,5.244,0.37538432738609,0.432900432900433,0,"gravel",5.13333333333333,0.745,7.44704166666667,5,90,10,159
2022-06-08,"LMCS",2,"Ditch","c","Diptera","",65,2.72035,10.8047165901419,28.1385281385281,0,"gravel",5.13333333333333,0.745,7.44704166666667,5,90,10,159
2022-06-08,"LMCS",2,"Ditch","c","Ephemeroptera","",1,5.572,0.436599982623511,0.432900432900433,0,"gravel",5.13333333333333,0.745,7.44704166666667,5,90,10,159
2022-06-08,"LMCS",2,"Ditch","a","Diptera","",468,3.0352,99.6407971003338,202.597402597403,0,"gravel",5.13333333333333,0.745,7.44704166666667,5,90,10,159
2022-06-08,"LMCS",3,"Ditch","c","Diptera","",40,1.81365,2.6597380607542,17.3160173160173,1,"gravel",2.215,0.3125,8.12616666666667,2544.8,90,10,159
2022-06-08,"LMCS",3,"Ditch","a","Diptera","",447,2.3312,52.4185836786092,193.506493506494,1,"gravel",2.215,0.3125,8.12616666666667,2544.8,90,10,159
2022-06-08,"LMCS",3,"Ditch","b","Diptera","",341,2.03325,29.357127257553,147.619047619048,1,"gravel",2.215,0.3125,8.12616666666667,2544.8,90,10,159
